sport,event,year,athlete_id,country_id,bronze,silver,gold
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,126,89,,,
Alpine Skiing,Alpine Skiing Women's Super G,01/01/2014,463,102,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,463,102,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,463,102,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,532,70,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,532,70,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,535,18,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,535,18,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,535,18,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,535,18,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,535,18,,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,679,151,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,679,151,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,1053,179,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,1081,185,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,1081,185,,,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,1200,92,,,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,1200,92,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,1648,96,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,1648,96,,,
Alpine Skiing,Alpine Skiing Women's Downhill,01/01/2014,2414,73,,,
Alpine Skiing,Alpine Skiing Women's Super G,01/01/2014,2414,73,,,
Alpine Skiing,Alpine Skiing Women's Combined,01/01/2014,2414,73,,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,2551,122,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,2551,122,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,2551,122,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,3001,11,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,3001,11,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,3048,152,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,3464,185,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,3473,34,,,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,3473,34,,,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,3473,34,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,4257,29,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,4257,29,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,4257,29,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,4257,29,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,4286,74,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,4314,71,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,4322,71,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,4322,71,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,4540,146,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,4540,146,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,4605,193,,,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,4605,193,,,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,4605,193,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,4605,193,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,4953,108,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,4953,108,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,5431,178,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,5431,178,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,5431,178,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,5431,178,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,5517,85,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,5517,85,,,
Alpine Skiing,Alpine Skiing Women's Super G,01/01/2014,5933,179,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,6224,189,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,6224,189,,,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,6224,189,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,6258,67,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,6258,67,,,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,6258,67,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,6258,67,,,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,01/01/2014,6258,67,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,6460,34,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,6460,34,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,6460,34,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,6460,34,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,6579,178,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,6608,67,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,6899,195,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,6899,195,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,6899,195,,,
Biathlon,Biathlon Men's 15 kilometres Mass Start,01/01/2014,6899,195,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,6899,195,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,6899,195,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,6966,166,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,6966,166,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,6966,166,,,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,01/01/2014,6966,166,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,7433,11,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,7433,11,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,7464,8,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,7464,8,,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,7536,52,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,7536,52,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,7536,52,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,7536,52,,,
Alpine Skiing,Alpine Skiing Women's Downhill,01/01/2014,7640,39,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,7640,39,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,7640,39,,,
Alpine Skiing,Alpine Skiing Women's Combined,01/01/2014,7640,39,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,7778,151,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,7778,151,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,7962,195,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,8274,67,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,8274,67,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,8380,131,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,8380,131,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,8668,67,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,8668,67,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,8709,167,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,8709,167,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,8709,167,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,8709,167,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,8712,52,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,8712,52,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,8712,52,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,8767,179,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,8767,179,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,8767,179,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,8771,12,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,9048,67,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,9048,67,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,9048,67,1,,
Biathlon,Biathlon Men's 15 kilometres Mass Start,01/01/2014,9048,67,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,9048,67,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,9048,67,,,
Alpine Skiing,Alpine Skiing Women's Downhill,01/01/2014,9279,152,,,
Alpine Skiing,Alpine Skiing Women's Super G,01/01/2014,9279,152,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,9279,152,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,9635,90,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,9635,90,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,9697,11,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,9697,11,,,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,01/01/2014,9697,11,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,9785,152,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,9785,152,,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,9994,166,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,9994,166,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,9994,166,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,10101,70,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,10101,70,,,
Alpine Skiing,Alpine Skiing Women's Downhill,01/01/2014,10324,84,,,
Alpine Skiing,Alpine Skiing Women's Super G,01/01/2014,10324,84,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,10324,84,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,10324,84,,,
Alpine Skiing,Alpine Skiing Women's Combined,01/01/2014,10324,84,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,10467,136,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,10467,136,,,1
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,10467,136,,1,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,01/01/2014,10467,136,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,10467,136,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,10467,136,1,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,10511,178,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,10511,178,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,10511,178,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,10511,178,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,10924,67,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,10962,67,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,10962,67,,,
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,10962,67,,,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,01/01/2014,10962,67,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,10962,67,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,10962,67,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,10994,152,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,10994,152,,1,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,11610,71,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,11610,71,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,11610,71,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,11677,85,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,11677,85,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,11705,8,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,11705,8,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,11705,8,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,11705,8,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,11715,71,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,11929,195,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,11929,195,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,11929,195,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,11929,195,,,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,01/01/2014,11929,195,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,11930,195,,,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,11930,195,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,11930,195,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,11943,136,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,11943,136,,,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,11943,136,,,1
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,11943,136,,,1
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,11943,136,,,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,01/01/2014,11943,136,,,1
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,11951,136,,,1
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,11951,136,,,1
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,11951,136,,,
Biathlon,Biathlon Men's 15 kilometres Mass Start,01/01/2014,11951,136,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,11951,136,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,11951,136,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,12566,179,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,12566,179,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,12701,67,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,12701,67,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,12813,71,,,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,12813,71,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,12813,71,1,,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,01/01/2014,12813,71,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,12820,71,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,12820,71,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,12820,71,,1,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,12956,123,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,12997,67,,,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,13165,179,,,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,01/01/2014,13165,179,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,13883,11,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,13883,11,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,14434,136,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,14434,136,,,
Biathlon,Biathlon Men's 15 kilometres Mass Start,01/01/2014,14434,136,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,14434,136,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,14434,136,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,14435,136,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,14435,136,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,14435,136,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,14435,136,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,14479,13,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,14479,13,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,14655,136,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,15104,92,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,15104,92,,,
Alpine Skiing,Alpine Skiing Women's Combined,01/01/2014,15104,92,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,15107,49,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,15220,92,,,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,15220,92,,,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,15220,92,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,15220,92,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,15382,195,,,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,15382,195,,,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,15382,195,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,15570,34,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,15570,34,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,15771,67,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,15771,67,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,15771,67,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,16258,67,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,16331,124,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,16498,193,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,16615,195,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,16615,195,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,16615,195,,,
Biathlon,Biathlon Men's 15 kilometres Mass Start,01/01/2014,16615,195,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,16615,195,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,17036,146,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,17036,146,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,17036,146,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,17243,179,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,17243,179,,,
Alpine Skiing,Alpine Skiing Women's Downhill,01/01/2014,17306,151,,,
Alpine Skiing,Alpine Skiing Women's Super G,01/01/2014,17306,151,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,17306,151,,,
Alpine Skiing,Alpine Skiing Women's Combined,01/01/2014,17306,151,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,17420,195,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,17420,195,,,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,01/01/2014,17420,195,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,17611,121,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,17611,121,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,17714,196,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,17714,196,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,18163,144,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,18538,173,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,18538,173,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,19161,179,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,19162,179,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,19162,179,,,
Cross Country Skiing,Cross Country Skiing Women's Sprint,01/01/2014,19215,167,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,19215,167,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,19215,167,,,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,01/01/2014,19215,167,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,19655,103,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,20086,96,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,20086,96,,,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,01/01/2014,20086,96,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,20121,152,,,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,01/01/2014,20121,152,,,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,01/01/2014,20121,152,,,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,01/01/2014,20121,152,,,
Biathlon,Biathlon Men's 10 kilometres Sprint,01/01/2014,20407,18,,,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,01/01/2014,20407,18,,,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,01/01/2014,20407,18,,,
Biathlon,Biathlon Men's 20 kilometres,01/01/2014,20407,18,,,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,01/01/2014,20407,18,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,20429,96,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,20429,96,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,20429,96,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,20478,152,1,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,20478,152,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,20580,67,,,
Biathlon,Biathlon Women's 10 kilometres Pursuit,01/01/2014,20580,67,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,20580,67,,,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,01/01/2014,20785,123,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,20955,195,,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,21128,29,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,21128,29,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,21128,29,,,
Alpine Skiing,Alpine Skiing Men's Combined,01/01/2014,21128,29,,,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,01/01/2014,21205,166,,,
Biathlon,Biathlon Women's 15 kilometres,01/01/2014,21205,166,,,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,01/01/2014,21205,166,,,
Alpine Skiing,Alpine Skiing Women's Downhill,01/01/2014,21206,146,,,
Alpine Skiing,Alpine Skiing Women's Super G,01/01/2014,21206,146,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,21206,146,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,21206,146,,,
Alpine Skiing,Alpine Skiing Women's Combined,01/01/2014,21206,146,,,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,01/01/2014,21347,11,,,
Alpine Skiing,Alpine Skiing Women's Slalom,01/01/2014,21347,11,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,21524,8,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,21762,92,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,21762,92,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,21762,92,,,
Alpine Skiing,Alpine Skiing Men's Downhill,01/01/2014,21769,67,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,21769,67,,,
Alpine Skiing,Alpine Skiing Men's Super G,01/01/2014,21894,39,,,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,01/01/2014,21894,39,,,
Alpine Skiing,Alpine Skiing Men's Slalom,01/01/2014,21894,39,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,22182,34,,,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,22182,34,,,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,01/01/2014,22182,34,,,
Alpine Skiing,Alpine Skiing Women's Downhill,01/01/2014,22368,122,,,
Alpine Skiing,Alpine Skiing Women's Combined,01/01/2014,22368,122,,,
Cross Country Skiing,Cross Country Skiing Men's Sprint,01/01/2014,22496,179,,,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,01/01/2014,22496,179,,,1
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,01/01/2014,22496,179,,,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,01/01/2014,22496,179,,,1
